"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Verify that the Product Details page displays the expected information
        for a selected product and allows the product to be added to the cart.

        Test Steps:
        1. Navigate to the inventory page.
        2. Wait for the inventory list to load.
        3. Open the 'Sauce Labs Backpack' product.
        4. Verify the displayed product name.
        5. Add the product to the shopping cart.
        6. Verify that the 'Remove' button is displayed.

        Expected Result:
        - The Product Details page displays the correct product information.
        - The product is successfully added to the cart.
        - The 'Remove' button replaces the 'Add to Cart' button.
        ","455","test_product_details","tests","2026-08-12","passed","2026-08-12","TestProductDetails","test_product_details","",""
"
        Verify validation messages for invalid login scenarios.

        Scenarios:
            - Invalid username
            - Empty password
            - Empty username

        Expected Result:
            Correct validation message should be displayed.
        ","2223","test_login_validation_for_invalid_credentials[standard_user1-secret_sauce-Epic sadface: Username and password do not match any user in this service]","tests","2026-08-12","passed","2026-08-12","TestLogin","test_login","",""
"Verify error message is displayed on entering invalid user details","709","Verify unsuccessful login","tests","2026-08-12","passed","2026-08-12","TestLogin","test_login","",""
"
        Verify login validation messages using
        test data loaded from JSON.

        Args:
            user_data: Dictionary containing username,
                       password, and expected error message.

        Expected Result:
            Actual error message should match
            expected error message from test data.
        ","509","test_login_validation_from_error_data_json[user_data1]","tests","2026-08-12","passed","2026-08-12","TestLogin","test_login","",""
"Verify that users with valid credentials can log in successfully and are redirected to the inventory page.","1099","Verify login with valid user credentials","tests","2026-08-12","passed","2026-08-12","TestLogin","test_login","",""
"
        Verify validation messages for invalid login scenarios.

        Scenarios:
            - Invalid username
            - Empty password
            - Empty username

        Expected Result:
            Correct validation message should be displayed.
        ","792","test_login_validation_for_invalid_credentials[-test-Epic sadface: Username is required]","tests","2026-08-12","passed","2026-08-12","TestLogin","test_login","",""
"
        Verify validation messages are displayed when mandatory
        checkout fields are left blank.

        Test Scenarios:
            - Missing first name
            - Missing last name
            - Missing postal code

        Expected Result:
            Appropriate validation message is displayed for each
            missing required field.
        ","268","test_checkout_details_validation[a-b--Error: Postal Code is required]","tests","2026-08-12","passed","2026-08-12","TestCheckoutPage","test_checkout","",""
"
        Verify multiple products can be added to the cart.

        Steps:
        1. Validate cart is initially empty.
        2. Add multiple products.
        3. Verify cart badge count is updated.

        Expected Result:
        Cart badge count should match the number of added products.
        ","206","test_add_multiple_products_to_cart","tests","2026-08-12","passed","2026-08-12","TestHomePage","test_inventory","",""
"
        Verify that a user can successfully complete the checkout process.

        Test Steps:
            1. Verify cart is initially empty.
            2. Add multiple products to the cart.
            3. Navigate to the cart page.
            4. Proceed to checkout.
            5. Enter valid customer information.
            6. Verify calculated product total matches displayed total.
            7. Complete the order.
            8. Verify order confirmation message.

        Expected Result:
            - Cart count updates correctly.
            - Product total calculation is accurate.
            - Order is placed successfully.
            - Confirmation message is displayed.
        ","371","test_checkout_flow","tests","2026-08-12","passed","2026-08-12","TestCheckoutPage","test_checkout","",""
"Verify that a valid user can login successfully","1114","Verify successful login","tests","2026-08-12","passed","2026-08-12","TestLogin","test_login","",""
"
        Verify that multiple products display the correct details using
        JSON-based test data.

        Test Steps:
        1. Navigate to the inventory page.
        2. Wait until the product list is loaded.
        3. Read product information from the JSON file.
        4. Open the corresponding product details page.
        5. Verify the displayed product name.
        6. Add the product to the shopping cart.
        7. Verify that the 'Remove' button is displayed.

        Test Data:
        - Product name
        - Product description
        - Product price

        Expected Result:
        - Each product details page displays the correct product information.
        - The selected product is successfully added to the cart.
        - The 'Remove' button is displayed after adding the product.
        ","246","test_product_details_from_json[products2]","tests","2026-08-12","passed","2026-08-12","TestProductDetails","test_product_details","",""
"
        Verify that multiple products display the correct details using
        JSON-based test data.

        Test Steps:
        1. Navigate to the inventory page.
        2. Wait until the product list is loaded.
        3. Read product information from the JSON file.
        4. Open the corresponding product details page.
        5. Verify the displayed product name.
        6. Add the product to the shopping cart.
        7. Verify that the 'Remove' button is displayed.

        Test Data:
        - Product name
        - Product description
        - Product price

        Expected Result:
        - Each product details page displays the correct product information.
        - The selected product is successfully added to the cart.
        - The 'Remove' button is displayed after adding the product.
        ","272","test_product_details_from_json[products1]","tests","2026-08-12","passed","2026-08-12","TestProductDetails","test_product_details","",""
