"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Verify multiple products can be added to the cart.

        Steps:
        1. Validate cart is initially empty.
        2. Add multiple products.
        3. Verify cart badge count is updated.

        Expected Result:
        Cart badge count should match the number of added products.
        ","0","test_add_multiple_products_to_cart","tests","2026-09-21","passed","2026-09-21","TestCartPage","test_cart","",""
"
        Verify that the Product Details page displays the expected information
        for a selected product and allows the product to be added to the cart.

        Test Steps:
        1. Navigate to the inventory page.
        2. Wait for the inventory list to load.
        3. Open the 'Sauce Labs Backpack' product.
        4. Verify the displayed product name.
        5. Add the product to the shopping cart.
        6. Verify that the 'Remove' button is displayed.

        Expected Result:
        - The Product Details page displays the correct product information.
        - The product is successfully added to the cart.
        - The 'Remove' button replaces the 'Add to Cart' button.
        ","3483","test_product_details","tests","2026-09-21","passed","2026-09-21","TestProductDetails","test_product_details","",""
"
        Verify that cart contents survive a browser page refresh.

        Steps:
        1. Validate cart badge is initially empty.
        2. Add a product to the cart and verify the badge count updates.
        3. Navigate to the cart page and verify the item count.
        4. Refresh the page.
        5. Verify the item count is unchanged after refresh.

        Expected Result:
            Cart item count should remain the same before and after a page
        refresh, confirming cart state is not held only in transient
        client-side JS state.
        ","10805","test_cart_persists_after_page_refresh","tests","2026-09-21","passed","2026-09-21","TestCartPage","test_cart","",""
"Verify that users with valid credentials can log in successfully and are redirected to the inventory page.","1191","Verify login with valid user credentials","tests","2026-09-21","passed","2026-09-21","TestLogin","test_login","",""
"
        Verify product navigation and add-to-cart functionality.

        Steps:
        1. Wait for inventory items to load.
        2. Open a specific product.
        3. Validate product details page.
        4. Add the product to the cart.
        5. Verify the Remove button is displayed.

        Expected Result:
        Product details should match the selected product and
        the product should be added successfully to the cart.
        ","3353","test_product_search","tests","2026-09-21","passed","2026-09-21","TestHomePage","test_inventory","",""
"
        Verify that multiple products display the correct details using
        JSON-based test data.

        Test Steps:
        1. Navigate to the inventory page.
        2. Wait until the product list is loaded.
        3. Read product information from the JSON file.
        4. Open the corresponding product details page.
        5. Verify the displayed product name.
        6. Add the product to the shopping cart.
        7. Verify that the 'Remove' button is displayed.

        Test Data:
        - Product name
        - Product description
        - Product price

        Expected Result:
        - Each product details page displays the correct product information.
        - The selected product is successfully added to the cart.
        - The 'Remove' button is displayed after adding the product.
        ","3365","test_product_details_from_json[products2]","tests","2026-09-21","passed","2026-09-21","TestProductDetails","test_product_details","",""
"Verify error message is displayed on entering invalid user details","556","Verify unsuccessful login","tests","2026-09-21","passed","2026-09-21","TestLogin","test_login","",""
"
        Verify validation messages for invalid login inputs.

        Args:
            driver: WebDriver fixture.
            username: Username to enter (may be empty).
            password: Password to enter (may be empty).
            error_message: Expected error text for this combination.

        Scenarios:
            - Unknown username with valid password
            - Valid username with empty password
            - Empty username with any password

        Expected Result:
            Displayed error message matches error_message exactly.
        ","504","test_login_validation_for_invalid_credentials[-test-Epic sadface: Username is required]","tests","2026-09-21","passed","2026-09-21","TestLogin","test_login","",""
"
        Verify that cart contents survive a logout/login cycle.

        Steps:
        1. Validate cart badge is initially empty.
        2. Add a product to the cart and verify the badge count updates.
        3. Navigate to the cart page and verify the item count.
        4. Log out, then log back in as the same user.
        5. Navigate to the cart page and verify the item count is
            still unchanged.

        Expected Result:
        Cart item count should remain the same across a logout/login cycle,
        confirming cart state is tied to the user's account/session rather
        than a single browser session.
        ","11448","test_cart_persists_on_relogin","tests","2026-09-21","passed","2026-09-21","TestCartPage","test_cart","",""
"","10389","test_add_item_to_cart","tests","2026-09-21","passed","2026-09-21","TestCartPage","test_cart","",""
